school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,17,R,GT3,T,4,3,at_home,at_home,other,other,1,2,0,no,no,yes,no,no,no,no,yes,1,3,5,3,1,4,24,8,7,8
GP,M,18,R,GT3,T,2,3,teacher,at_home,reputation,mother,1,2,0,yes,no,no,yes,no,no,no,yes,1,3,1,3,1,4,3,12,13,14
GP,F,16,U,LE3,A,0,3,other,teacher,reputation,other,2,1,1,yes,no,yes,no,yes,yes,yes,yes,4,5,5,2,1,2,13,10,10,9
GP,M,18,U,LE3,A,0,0,services,health,other,mother,3,2,3,yes,yes,yes,yes,no,yes,yes,no,1,1,1,2,1,5,28,5,6,7
GP,F,17,R,GT3,A,1,1,other,teacher,reputation,other,4,1,2,no,no,yes,yes,yes,yes,yes,no,5,5,2,4,2,3,1,4,3,4
MS,M,17,U,LE3,T,2,2,health,at_home,course,father,4,1,0,yes,yes,yes,yes,no,yes,yes,yes,4,5,5,3,4,2,23,13,12,11
MS,F,16,U,GT3,T,3,1,teacher,at_home,other,mother,4,2,1,no,yes,no,no,yes,no,yes,no,3,2,3,2,1,5,1,9,7,7
MS,M,17,R,LE3,A,4,1,other,health,reputation,mother,4,4,1,no,no,no,yes,no,yes,yes,no,4,5,2,5,2,5,28,5,3,2
MS,F,21,R,GT3,T,3,3,health,teacher,home,other,4,2,1,no,no,yes,yes,yes,no,no,yes,4,5,5,1,4,4,24,6,5,5
MS,F,16,R,GT3,T,2,3,services,other,reputation,other,1,3,0,no,yes,yes,no,no,no,yes,no,3,2,5,1,5,2,4,11,13,12
MS,F,18,R,GT3,A,4,3,services,teacher,home,father,3,4,3,yes,no,no,no,no,yes,yes,no,1,1,4,2,3,1,3,6,4,5
GP,M,17,U,LE3,A,3,4,health,at_home,course,father,4,1,2,yes,yes,yes,yes,no,no,no,no,4,5,5,5,4,4,9,9,9,8
MS,F,22,R,GT3,T,1,2,services,at_home,reputation,other,2,3,1,yes,yes,yes,yes,yes,yes,no,yes,4,3,3,2,2,5,22,4,4,3
MS,M,17,R,LE3,T,3,3,health,at_home,course,mother,1,3,2,no,no,yes,no,no,yes,no,yes,2,5,1,3,1,4,19,7,7,6
MS,F,18,U,GT3,T,0,0,other,at_home,home,other,4,2,3,no,yes,no,no,yes,no,no,no,3,1,3,3,3,3,14,7,6,7
MS,M,22,R,LE3,A,3,1,other,other,home,mother,2,3,3,no,yes,no,yes,yes,no,no,no,2,5,4,5,2,2,5,8,10,10
GP,M,19,R,GT3,T,0,0,health,services,course,other,4,1,2,no,yes,no,yes,yes,yes,no,no,1,5,3,5,4,5,13,6,4,4
GP,M,17,U,LE3,A,3,1,services,health,home,father,3,4,2,yes,no,no,yes,yes,yes,yes,yes,5,3,3,3,3,3,3,15,15,14
GP,F,19,R,GT3,A,2,1,teacher,health,reputation,other,2,2,4,yes,no,no,yes,yes,yes,yes,no,3,3,3,2,4,5,16,3,3,2
GP,F,17,U,LE3,A,1,1,health,teacher,other,other,1,1,0,no,no,yes,yes,yes,yes,yes,no,1,3,1,1,3,1,24,3,5,4
GP,F,20,U,LE3,T,2,4,services,services,reputation,other,2,1,0,yes,yes,yes,no,yes,yes,yes,yes,5,4,3,5,2,4,21,4,4,4
MS,F,18,R,LE3,A,0,3,teacher,other,reputation,father,3,3,4,yes,yes,no,no,yes,no,no,no,5,3,4,2,5,4,9,5,3,3
MS,F,15,R,LE3,A,3,4,teacher,teacher,reputation,father,4,1,1,yes,no,yes,no,yes,no,yes,yes,4,4,3,5,5,3,24,12,12,12
MS,M,19,U,GT3,T,0,2,at_home,at_home,reputation,other,2,1,0,yes,yes,no,yes,yes,no,no,yes,3,5,5,1,1,5,24,13,12,12
MS,M,19,R,LE3,T,3,0,at_home,at_home,course,father,4,4,0,yes,yes,no,yes,no,no,yes,no,4,4,1,5,4,5,21,15,16,16
GP,F,21,R,GT3,A,4,2,services,services,home,mother,1,2,2,no,yes,no,no,yes,no,no,no,4,3,1,2,2,2,20,8,6,7
GP,M,16,R,LE3,T,4,2,teacher,at_home,other,other,4,3,0,no,yes,no,no,no,no,yes,no,1,2,3,4,5,3,5,15,15,15
GP,M,16,U,GT3,A,0,2,other,at_home,reputation,other,1,1,4,no,no,yes,no,no,yes,no,yes,3,5,3,4,5,3,6,6,6,7
MS,F,15,U,GT3,T,3,2,other,other,other,other,1,2,2,no,yes,yes,yes,no,no,no,no,1,2,4,3,3,2,8,15,14,14
GP,F,17,U,LE3,T,2,3,at_home,other,other,father,1,2,1,no,yes,yes,no,no,yes,yes,no,1,1,1,3,5,3,27,4,4,5
GP,M,17,U,LE3,T,4,4,other,services,other,mother,2,1,2,no,no,yes,no,yes,yes,yes,yes,2,3,4,4,3,5,1,12,12,13
GP,M,21,R,LE3,A,1,2,at_home,services,course,mother,1,1,1,no,no,no,no,yes,yes,no,no,1,4,3,3,1,2,9,6,7,8
MS,M,15,R,LE3,A,3,3,services,at_home,home,mother,3,1,2,no,no,no,yes,yes,yes,no,yes,1,4,2,3,3,5,2,3,2,3
GP,M,20,R,GT3,T,2,1,other,services,course,mother,1,4,2,yes,no,no,yes,yes,yes,yes,yes,4,2,3,2,1,4,19,12,12,11
GP,M,17,U,LE3,A,3,3,teacher,health,reputation,mother,3,3,3,no,yes,no,yes,yes,no,yes,no,2,4,2,1,3,3,7,13,12,12
MS,F,15,R,LE3,A,3,1,at_home,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,3,4,3,2,5,1,18,6,5,6
MS,M,22,U,LE3,A,4,3,health,services,home,father,1,2,3,no,no,no,no,no,no,no,no,2,3,4,2,5,4,1,4,2,1
GP,F,22,R,LE3,A,3,0,at_home,teacher,other,father,4,4,3,yes,yes,yes,no,yes,yes,no,yes,2,5,3,5,5,2,18,3,5,4
MS,F,18,R,LE3,A,0,2,teacher,at_home,course,other,1,3,1,yes,yes,no,no,no,no,yes,no,1,5,4,3,5,2,6,5,5,4
GP,M,16,R,GT3,T,1,3,teacher,teacher,reputation,mother,4,4,2,yes,yes,no,no,no,no,yes,no,1,3,5,2,4,4,28,10,10,11
MS,F,21,R,LE3,A,3,0,teacher,other,course,father,2,2,3,yes,no,no,no,yes,no,no,yes,2,3,2,5,4,3,18,2,0,0
GP,M,21,U,GT3,A,2,2,other,teacher,home,mother,4,2,1,no,yes,yes,no,no,no,no,no,5,3,3,2,2,2,2,15,13,13
GP,F,21,U,LE3,T,3,3,at_home,other,other,father,3,4,2,yes,yes,yes,yes,yes,yes,yes,yes,1,2,4,2,2,4,26,15,14,13
MS,M,17,R,GT3,T,0,1,health,at_home,other,father,1,4,4,yes,yes,no,no,yes,no,yes,yes,4,4,4,5,5,5,9,1,2,2
MS,F,15,U,GT3,A,4,0,services,at_home,other,mother,4,3,3,no,yes,yes,no,yes,no,no,no,2,5,2,5,3,5,27,11,10,10
MS,M,20,R,LE3,T,2,0,at_home,health,reputation,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,3,2,2,5,1,25,7,8,7
GP,F,18,R,GT3,A,2,0,other,services,reputation,other,1,1,3,no,yes,yes,yes,yes,yes,yes,yes,2,3,2,3,4,5,15,0,0,0
GP,F,18,R,GT3,T,1,3,services,services,reputation,mother,3,3,3,no,yes,yes,no,yes,yes,no,no,4,4,5,3,1,4,4,5,3,2
MS,M,21,U,GT3,T,3,0,health,other,home,other,3,4,3,no,no,no,yes,no,yes,no,no,2,5,5,5,4,3,28,11,10,10
GP,F,20,R,LE3,A,1,0,other,other,course,other,3,2,0,yes,no,yes,no,no,yes,yes,no,3,5,3,1,1,1,14,13,11,11
MS,F,18,R,GT3,A,4,1,at_home,other,reputation,mother,3,2,2,no,yes,yes,no,no,yes,yes,yes,4,2,4,2,4,1,11,15,16,17
MS,M,22,R,GT3,A,3,1,health,other,reputation,father,4,2,4,yes,yes,no,no,yes,yes,no,yes,5,4,1,1,3,5,9,2,1,0
MS,M,20,R,GT3,A,0,1,health,other,other,mother,3,3,1,yes,no,yes,yes,no,yes,yes,no,4,5,3,5,4,3,25,10,12,11
GP,M,22,R,LE3,A,0,4,other,at_home,other,mother,4,3,4,yes,no,no,yes,yes,yes,no,yes,5,1,2,5,5,5,24,0,2,1
MS,F,16,U,LE3,A,1,1,other,at_home,home,other,3,4,4,yes,no,yes,no,no,yes,no,yes,5,3,4,3,1,1,3,10,10,9
GP,M,16,U,GT3,A,1,0,other,services,reputation,mother,1,3,3,yes,no,yes,no,no,no,no,yes,1,2,2,5,5,2,15,10,11,10
MS,F,20,R,GT3,T,3,0,at_home,health,home,father,1,2,4,yes,no,no,no,yes,yes,yes,no,5,2,2,5,4,5,14,0,1,2
MS,F,15,U,GT3,A,4,2,at_home,services,reputation,other,3,1,1,yes,no,yes,no,yes,yes,no,no,2,5,5,3,3,3,24,9,8,9
MS,M,18,R,GT3,T,1,0,other,at_home,home,mother,2,4,4,no,no,yes,yes,yes,no,yes,no,4,5,3,4,2,1,3,9,8,8
GP,F,15,R,GT3,T,0,4,services,health,reputation,father,3,1,2,no,yes,yes,yes,no,yes,no,no,2,5,2,5,5,5,5,4,3,4
GP,F,19,U,GT3,T,0,4,other,services,other,mother,4,1,2,no,no,no,yes,no,no,no,yes,2,1,3,4,5,4,10,2,1,1
GP,F,18,R,LE3,T,1,1,services,services,home,other,1,1,3,no,yes,no,no,yes,yes,no,yes,3,1,3,5,2,1,24,10,11,10
MS,F,16,U,LE3,A,2,0,health,teacher,other,mother,3,4,0,yes,yes,yes,no,no,no,yes,no,2,5,5,1,4,4,14,15,17,16
MS,F,22,R,LE3,T,0,0,other,teacher,reputation,other,2,3,2,no,no,no,yes,yes,yes,yes,yes,2,3,5,4,5,3,9,14,13,12
MS,M,20,R,GT3,T,4,4,health,teacher,reputation,other,1,4,2,yes,yes,yes,yes,no,yes,no,no,5,3,5,5,3,5,9,10,9,8
MS,F,22,U,LE3,T,1,3,other,health,reputation,father,3,4,1,no,yes,yes,no,yes,yes,no,yes,5,1,2,3,4,2,20,14,12,11
GP,F,19,U,LE3,A,1,2,other,health,reputation,mother,1,2,2,yes,yes,yes,no,yes,no,yes,no,4,2,3,3,2,5,25,12,10,9
GP,F,18,U,GT3,A,2,4,at_home,health,home,other,2,3,1,no,yes,yes,no,yes,no,yes,yes,4,5,1,2,5,4,24,15,15,15
MS,F,20,R,GT3,A,3,2,other,at_home,home,mother,2,2,3,yes,no,yes,no,no,no,yes,no,3,5,1,2,1,3,14,10,9,10
GP,M,20,R,GT3,A,3,3,services,at_home,course,father,4,1,1,no,yes,no,yes,no,yes,no,yes,3,2,1,1,1,3,1,13,13,12
MS,M,19,R,LE3,T,4,2,teacher,services,course,father,4,4,4,yes,no,yes,no,yes,yes,yes,no,2,5,5,5,4,4,10,2,1,1
MS,F,22,R,LE3,A,1,4,health,services,home,father,3,3,1,no,no,no,no,no,yes,yes,yes,2,3,5,5,5,5,27,9,8,8
GP,M,18,R,LE3,A,4,3,services,teacher,reputation,mother,2,1,4,no,yes,yes,yes,yes,no,no,yes,2,3,5,1,4,1,11,5,4,4
MS,M,17,U,LE3,A,3,0,at_home,health,reputation,mother,3,4,3,yes,no,yes,no,no,yes,yes,yes,4,1,4,5,2,5,10,13,14,14
GP,F,19,R,GT3,A,3,4,health,at_home,reputation,mother,4,4,3,yes,yes,no,yes,yes,yes,no,no,1,2,4,4,5,1,11,1,3,3
MS,M,17,R,LE3,T,3,0,teacher,at_home,other,father,4,2,3,yes,yes,no,yes,yes,no,no,no,4,1,1,5,2,4,4,9,8,7
GP,F,17,R,LE3,A,1,0,teacher,services,reputation,father,3,2,1,yes,yes,no,yes,yes,no,no,no,1,5,1,1,4,2,29,6,5,4
GP,F,21,U,LE3,A,1,0,health,teacher,reputation,other,2,1,3,yes,no,no,yes,yes,no,no,yes,2,2,1,3,3,2,0,8,6,6
GP,M,18,U,GT3,A,0,0,health,at_home,course,other,4,1,4,yes,no,yes,no,no,yes,no,yes,3,4,1,3,1,5,29,8,9,10
GP,F,18,U,LE3,A,1,3,health,other,home,mother,2,3,3,no,yes,yes,no,yes,yes,yes,no,3,2,3,3,1,5,25,7,5,4
MS,M,18,U,LE3,T,1,4,at_home,other,course,mother,4,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,2,2,5,2,13,13,12
GP,F,21,U,LE3,A,2,4,at_home,health,course,father,1,3,3,no,yes,no,no,no,no,yes,no,1,4,4,1,3,5,17,6,5,5
MS,M,19,R,GT3,A,4,4,at_home,teacher,course,mother,4,2,1,yes,yes,yes,no,no,no,no,no,3,4,4,3,5,1,13,1,2,3
GP,F,21,R,GT3,A,2,0,at_home,at_home,reputation,mother,4,1,2,yes,yes,no,no,yes,no,yes,yes,1,1,1,4,4,5,28,3,2,2
GP,M,19,R,GT3,A,3,0,teacher,other,course,mother,3,2,3,no,yes,yes,no,yes,yes,yes,no,5,4,3,4,2,2,11,2,1,1
GP,F,22,U,LE3,T,0,1,health,services,other,father,1,2,0,no,yes,no,yes,no,yes,no,yes,5,2,4,4,1,1,1,9,11,10
GP,F,15,R,GT3,A,3,2,other,at_home,course,father,3,3,1,no,no,no,yes,no,no,yes,yes,4,4,2,1,5,1,27,11,10,10
MS,M,21,U,LE3,A,0,2,teacher,services,other,mother,4,4,4,yes,no,no,no,yes,no,no,yes,2,5,5,5,1,2,15,2,4,4
GP,M,16,R,LE3,T,1,1,teacher,teacher,other,other,1,2,2,no,no,yes,no,no,yes,yes,no,1,3,2,5,5,1,20,7,8,9
MS,F,18,R,LE3,A,0,0,teacher,services,reputation,other,1,3,1,no,no,yes,no,yes,yes,no,no,3,3,2,5,5,5,7,6,4,5
MS,M,17,R,LE3,A,3,1,other,services,reputation,other,1,3,2,yes,no,no,yes,no,no,no,yes,3,2,2,2,1,2,27,11,11,12
GP,F,21,R,GT3,A,2,3,at_home,teacher,course,father,2,4,0,yes,no,yes,no,no,yes,yes,no,4,3,2,2,2,2,23,15,15,16
GP,F,21,R,LE3,T,0,2,at_home,health,home,mother,3,4,1,no,yes,yes,yes,yes,no,no,no,5,2,4,1,4,4,8,17,17,16
GP,F,16,U,GT3,T,0,4,other,other,other,father,1,2,3,no,no,no,yes,yes,no,yes,yes,4,1,4,5,5,5,15,3,5,6
GP,F,16,U,LE3,T,4,3,services,teacher,home,mother,2,2,0,no,yes,yes,yes,no,no,yes,no,1,2,3,1,5,3,21,14,13,14
MS,M,20,U,LE3,T,1,0,health,health,course,mother,2,2,4,no,no,yes,no,yes,no,no,no,2,4,4,1,3,4,30,2,1,0
MS,F,20,U,GT3,T,2,3,at_home,teacher,reputation,mother,3,1,4,yes,no,yes,no,yes,no,no,no,2,2,3,1,1,4,7,4,2,1
MS,M,16,R,GT3,A,4,0,teacher,health,course,father,2,3,4,no,no,yes,no,yes,yes,yes,yes,4,5,3,1,3,2,21,10,11,10
MS,M,22,R,GT3,A,4,1,services,teacher,course,father,3,1,0,yes,yes,yes,yes,yes,yes,no,no,1,4,5,2,4,4,16,16,14,14
GP,F,15,R,GT3,T,4,4,teacher,other,other,mother,2,2,0,no,yes,no,yes,no,no,no,yes,3,1,3,2,5,1,9,11,11,11
GP,F,21,U,GT3,T,3,4,at_home,teacher,course,mother,4,3,2,no,yes,yes,no,yes,no,no,yes,1,4,4,2,1,5,16,7,5,5
GP,F,19,U,GT3,A,2,2,services,at_home,reputation,other,3,1,3,no,yes,yes,no,no,yes,no,yes,1,2,3,1,2,4,13,4,3,4
GP,M,19,U,GT3,A,4,3,health,services,other,other,4,2,0,yes,yes,yes,yes,no,yes,yes,yes,3,4,5,1,4,4,9,11,9,9
GP,F,17,U,GT3,T,2,1,at_home,health,other,other,1,2,1,yes,yes,yes,yes,no,yes,no,yes,2,4,1,5,2,1,27,3,4,5
MS,F,18,R,GT3,A,0,4,at_home,teacher,course,mother,3,3,2,no,no,yes,no,yes,yes,yes,yes,1,3,2,3,4,3,29,8,9,8
MS,M,20,R,GT3,T,0,0,other,health,course,father,3,3,1,no,yes,no,yes,yes,yes,yes,yes,5,2,2,4,1,1,30,13,13,13
MS,F,17,U,LE3,T,3,4,services,other,course,father,4,1,3,yes,no,no,yes,yes,no,yes,no,1,5,1,2,4,4,21,9,7,6
MS,M,21,R,GT3,T,1,0,health,other,reputation,other,1,4,4,no,no,yes,no,no,yes,yes,yes,1,5,2,3,1,2,30,3,3,2
GP,F,16,U,GT3,A,2,0,other,services,reputation,father,3,3,0,yes,no,yes,no,yes,no,yes,yes,4,3,5,5,2,4,7,12,11,12
MS,F,22,U,GT3,A,1,3,teacher,at_home,reputation,father,2,2,1,no,yes,no,yes,no,yes,yes,no,5,2,1,2,1,4,7,14,12,13
GP,F,16,R,GT3,T,0,0,teacher,health,reputation,mother,3,2,4,yes,yes,yes,no,yes,yes,yes,no,5,4,2,3,3,4,4,1,3,4
MS,F,15,U,LE3,A,0,4,at_home,health,home,mother,1,2,3,no,yes,no,no,yes,no,yes,no,2,1,2,1,3,3,2,12,10,10
GP,F,17,U,GT3,A,4,1,at_home,health,course,other,3,3,0,no,no,no,no,yes,yes,yes,yes,3,2,4,4,4,1,3,17,17,16
GP,M,17,U,GT3,A,2,3,at_home,at_home,other,other,3,2,1,no,no,no,no,yes,no,yes,no,5,5,2,1,2,3,0,7,7,8
MS,F,16,U,GT3,A,1,2,at_home,health,other,mother,2,2,0,yes,yes,yes,no,yes,no,no,yes,1,5,1,4,5,2,0,8,7,6
GP,F,15,R,LE3,T,3,1,other,services,other,father,3,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,4,5,3,5,16,9,10,9
MS,F,21,U,LE3,A,4,0,health,at_home,reputation,other,1,4,3,no,no,no,yes,yes,no,no,yes,3,1,1,1,3,5,24,5,4,4
GP,F,16,U,LE3,A,1,4,health,teacher,reputation,father,1,1,4,no,yes,yes,no,yes,no,yes,no,3,4,5,2,3,4,23,2,0,0
MS,F,17,U,GT3,A,4,0,services,health,reputation,other,4,1,0,yes,yes,yes,yes,no,no,yes,no,3,3,5,4,1,4,7,11,13,12
GP,M,16,U,LE3,A,4,0,at_home,teacher,other,father,2,3,1,yes,no,no,no,yes,yes,yes,no,3,4,3,4,2,1,18,9,9,9
MS,M,17,R,GT3,A,2,0,at_home,other,other,father,1,1,1,yes,yes,yes,no,no,yes,no,yes,2,4,4,1,3,4,14,16,17,16
GP,F,16,R,GT3,T,3,2,teacher,services,course,other,4,2,3,yes,no,no,yes,yes,no,yes,yes,3,5,1,5,4,1,29,4,5,4
GP,F,15,R,GT3,A,1,0,health,teacher,course,father,1,3,3,no,yes,no,yes,yes,yes,no,no,3,2,2,3,4,4,15,8,9,9
MS,F,18,U,LE3,A,2,0,health,at_home,reputation,father,3,1,3,no,yes,no,yes,no,yes,yes,yes,2,4,5,2,5,4,6,5,4,5
GP,M,20,U,GT3,A,4,0,at_home,at_home,other,father,3,3,4,no,no,yes,yes,no,no,no,yes,5,5,2,5,4,4,9,11,11,12
GP,F,16,U,LE3,A,0,3,other,other,home,other,4,1,2,no,yes,yes,no,no,yes,yes,no,1,3,4,4,4,1,30,3,5,5
MS,M,19,R,LE3,T,3,0,teacher,teacher,reputation,father,3,3,1,no,yes,no,yes,no,yes,no,yes,4,2,4,3,5,2,13,5,4,5
GP,M,19,U,GT3,T,0,0,teacher,at_home,home,other,2,1,4,yes,no,yes,yes,no,no,yes,yes,2,3,2,5,2,4,24,0,0,0
GP,F,16,U,GT3,T,0,1,services,services,reputation,mother,1,4,2,yes,no,yes,no,yes,no,yes,no,1,2,4,4,3,4,25,4,4,3
GP,F,16,R,GT3,A,4,4,other,teacher,reputation,other,3,1,1,yes,yes,yes,yes,no,yes,yes,yes,3,2,2,1,2,3,8,11,9,9
MS,M,22,R,GT3,T,2,1,health,services,other,mother,3,2,1,no,no,no,no,no,no,yes,no,4,2,5,3,3,1,14,4,6,6
MS,M,20,R,LE3,T,1,2,at_home,health,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,2,4,5,3,2,5,2,10,12,11
GP,F,19,U,GT3,A,2,2,health,health,home,father,4,1,2,no,yes,yes,no,yes,no,no,yes,5,1,3,1,5,1,29,7,6,6
GP,F,20,U,LE3,A,0,3,services,services,course,father,4,1,4,no,no,yes,no,no,no,no,yes,3,5,1,1,2,1,26,0,0,0
MS,F,17,U,LE3,A,4,0,teacher,services,home,mother,1,3,0,no,no,no,no,yes,yes,no,yes,2,3,2,5,4,4,21,8,10,9
MS,M,19,R,GT3,T,0,2,services,teacher,course,other,2,2,0,yes,no,yes,yes,yes,yes,no,no,2,4,1,3,2,5,24,15,15,15
MS,F,16,U,LE3,A,3,3,other,other,reputation,father,2,1,2,no,yes,no,yes,yes,no,yes,yes,2,1,4,2,3,1,15,14,15,15
MS,F,16,R,GT3,T,1,3,other,at_home,course,mother,4,3,2,yes,yes,no,no,yes,no,yes,no,2,5,3,5,5,4,16,6,4,5
GP,F,18,U,LE3,T,4,2,health,teacher,home,father,2,4,3,no,yes,yes,no,no,yes,yes,yes,3,3,5,3,1,1,5,14,15,16
MS,F,17,R,LE3,T,1,2,at_home,health,home,other,4,4,2,yes,yes,no,yes,yes,yes,no,no,5,1,4,2,4,1,1,7,7,6
GP,F,16,U,GT3,A,3,3,services,other,course,other,4,3,2,no,yes,no,no,no,no,yes,no,5,1,2,4,2,2,11,9,8,9
MS,M,18,U,LE3,A,0,2,other,at_home,reputation,father,3,3,3,no,no,no,yes,yes,no,yes,no,4,5,3,3,1,1,15,11,12,13
GP,M,17,R,GT3,A,0,2,teacher,at_home,home,mother,3,1,0,no,no,yes,no,no,yes,yes,no,2,3,3,5,5,2,30,3,2,3
GP,M,16,R,LE3,T,3,2,health,at_home,other,father,1,3,2,no,yes,no,no,yes,yes,no,yes,4,5,2,3,3,1,9,14,16,15
MS,M,16,U,GT3,A,4,2,at_home,services,other,father,4,4,3,yes,yes,no,yes,yes,no,yes,no,2,5,5,5,3,1,24,6,7,8
GP,M,22,U,LE3,T,2,0,services,other,home,father,4,3,0,yes,yes,yes,yes,no,yes,yes,yes,3,3,1,4,5,2,3,5,4,5
GP,F,18,U,LE3,A,0,4,at_home,at_home,home,mother,3,4,3,yes,yes,no,no,yes,no,yes,yes,2,2,2,2,5,5,6,11,11,11
GP,M,20,R,GT3,A,0,3,at_home,at_home,reputation,mother,3,4,0,no,yes,no,yes,no,yes,no,yes,4,4,3,1,2,3,16,15,15,16
MS,F,17,U,GT3,A,3,1,services,services,other,mother,4,4,3,yes,no,yes,no,no,no,yes,yes,1,2,2,1,1,4,29,13,13,12
GP,F,17,R,GT3,T,0,4,services,teacher,home,other,1,4,2,yes,yes,no,yes,no,no,yes,yes,2,3,4,4,3,2,6,8,10,9
GP,F,16,U,LE3,T,0,2,at_home,other,home,father,2,4,1,yes,no,no,no,yes,yes,no,no,4,1,5,1,2,5,9,6,7,6
GP,M,15,U,GT3,A,3,2,teacher,health,course,mother,2,3,3,yes,yes,no,no,yes,yes,no,no,3,2,3,1,2,2,17,5,4,4
GP,F,20,U,GT3,T,4,3,health,services,home,mother,1,4,4,yes,no,no,no,no,yes,yes,yes,1,2,5,5,4,1,17,5,6,6
GP,M,21,U,LE3,A,0,4,services,services,reputation,father,4,1,1,yes,yes,yes,yes,no,yes,yes,yes,1,1,1,2,4,2,9,4,4,5
GP,M,17,R,GT3,T,0,0,services,other,reputation,father,3,2,3,no,no,no,yes,no,no,yes,yes,3,4,5,4,3,1,6,5,4,4
GP,F,20,U,LE3,T,3,3,teacher,teacher,other,mother,3,3,4,no,no,yes,yes,no,no,no,yes,4,4,4,1,2,2,12,4,6,5
MS,F,20,U,GT3,A,4,1,teacher,services,other,father,1,1,4,no,no,no,no,no,yes,no,no,2,2,1,3,3,1,7,7,7,8
MS,F,19,R,GT3,A,4,0,teacher,services,course,father,2,4,3,yes,no,yes,no,yes,no,no,yes,4,1,5,1,3,5,17,6,7,6
MS,M,19,R,LE3,T,1,1,other,teacher,reputation,mother,1,2,4,no,no,yes,yes,yes,no,no,yes,3,5,1,5,2,3,3,3,4,3
GP,F,18,R,GT3,A,0,3,services,health,home,father,3,3,3,no,no,no,yes,yes,no,yes,no,2,5,1,1,5,2,25,8,10,11
MS,F,21,U,LE3,A,0,0,health,other,other,other,1,1,4,no,no,no,no,yes,no,yes,no,2,3,2,4,3,1,22,1,2,2
GP,M,16,R,GT3,T,3,3,health,other,reputation,other,2,4,4,yes,no,no,no,no,yes,yes,no,4,5,2,5,4,2,28,2,0,0
GP,M,19,R,LE3,T,0,3,teacher,health,home,mother,4,4,2,yes,no,yes,no,yes,no,no,yes,1,1,3,4,4,4,23,8,9,10
GP,F,16,U,LE3,A,3,3,services,at_home,reputation,other,3,1,1,no,no,no,yes,no,no,no,no,3,2,2,1,2,4,16,10,12,12
GP,M,19,U,LE3,A,2,3,at_home,health,reputation,father,3,1,1,no,yes,yes,yes,yes,yes,yes,yes,1,4,1,3,2,3,30,12,13,14
GP,M,19,U,LE3,A,3,3,services,teacher,reputation,father,1,3,0,yes,yes,no,yes,no,no,no,yes,3,1,4,1,5,3,6,13,11,10
GP,M,18,U,GT3,A,1,3,health,at_home,course,mother,2,1,4,yes,yes,no,yes,no,yes,yes,yes,4,3,5,4,5,2,20,3,5,6
GP,M,18,R,GT3,A,3,4,services,other,other,father,1,2,0,no,no,no,no,yes,no,yes,yes,4,3,1,3,4,2,24,12,14,14
GP,F,19,R,LE3,A,0,4,services,services,course,father,4,4,3,no,no,yes,no,no,yes,no,yes,3,4,4,2,5,2,17,3,5,6
MS,F,15,U,GT3,T,2,2,other,teacher,home,other,2,3,4,yes,yes,no,yes,no,yes,no,no,4,2,5,2,1,1,27,2,0,1
MS,M,15,U,GT3,A,0,1,health,teacher,course,other,1,4,3,yes,no,yes,yes,yes,no,yes,yes,5,5,2,1,5,4,6,12,12,12
GP,M,19,R,LE3,T,2,4,at_home,at_home,course,father,1,2,3,no,no,no,yes,no,yes,no,no,3,5,1,4,2,5,0,7,8,8
MS,F,19,R,LE3,T,0,4,health,health,other,other,2,1,1,no,no,yes,yes,no,no,no,no,3,2,1,3,5,5,13,3,2,3
MS,M,20,U,GT3,A,3,4,other,teacher,home,father,1,4,1,yes,yes,yes,yes,yes,no,yes,yes,4,4,2,5,4,2,23,13,14,13
MS,F,21,R,GT3,A,4,2,other,health,reputation,father,2,3,4,no,no,no,yes,no,yes,yes,no,1,3,4,2,2,4,2,2,1,0
GP,M,20,U,LE3,A,4,1,teacher,services,reputation,father,1,2,2,no,no,no,no,no,no,yes,yes,5,2,1,2,3,2,8,10,9,10
MS,M,19,R,LE3,T,0,1,health,teacher,reputation,mother,2,4,0,no,yes,yes,yes,no,no,no,no,3,5,1,2,5,4,12,14,14,14
MS,F,18,U,GT3,T,3,4,at_home,at_home,course,other,1,4,2,yes,yes,no,no,no,no,yes,yes,4,3,2,1,2,4,11,12,10,11
MS,M,16,R,GT3,T,4,2,teacher,services,other,father,1,3,2,yes,yes,no,no,no,yes,no,yes,1,3,1,5,2,2,27,2,3,2
GP,M,15,R,LE3,A,1,4,teacher,services,course,other,2,3,4,yes,no,no,yes,yes,yes,yes,no,1,2,4,1,3,5,6,11,10,11
GP,M,19,R,LE3,A,3,4,teacher,other,other,mother,1,1,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,3,2,2,9,5,5,4
MS,F,20,R,LE3,T,2,1,health,services,course,other,4,3,0,no,no,no,no,no,yes,yes,no,2,5,5,2,4,3,20,16,15,15
MS,F,18,R,LE3,A,2,0,teacher,other,reputation,father,2,4,4,no,no,no,yes,no,yes,no,yes,2,4,4,3,3,1,5,7,6,6
